일시,수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s)
2016-03-20,67.35,666.987,44.8,0.0,24.901,19.624
2016-03-21,67.35,666.987,44.8,0.0,19.082,19.082
2016-03-22,67.36,667.443,44.8,0.0,24.834,19.554
2016-03-23,67.36,667.443,44.8,0.0,18.895,18.895
2016-03-24,67.35,666.987,44.8,0.0,12.8,18.08
2016-03-25,67.35,666.987,44.8,0.0,18.777,18.777
2016-03-26,67.35,666.987,44.8,0.0,19.609,19.609
2016-03-27,67.35,666.987,44.8,0.0,19.327,19.327
2016-03-28,67.34,666.531,44.7,0.0,12.934,18.211
2016-03-29,67.34,666.531,44.7,0.0,19.477,19.477
2016-03-30,67.33,666.076,44.7,0.0,13.599,18.874
2016-03-31,67.32,665.62,44.7,0.0,14.298,19.57
2016-04-01,67.31,665.165,44.6,0.0,13.736,19.006
2016-04-02,67.3,664.71,44.6,0.0,14.687,19.954
2016-04-03,67.3,664.71,44.6,5.4683,19.365,19.365
2016-04-04,67.29,664.255,44.6,1.5744,14.068,19.333
2016-04-05,67.28,663.8,44.6,0.0,13.893,19.155
2016-04-06,67.28,663.8,44.6,12.0811,19.718,19.718
2016-04-07,67.32,665.62,44.7,25.6902,40.558,19.494
2016-04-08,67.62,679.378,45.6,0.0,178.624,19.388
2016-04-09,67.8,687.725,46.2,0.0,116.391,19.78
2016-04-10,67.9,692.393,46.5,0.0,73.477,19.456
2016-04-11,67.98,696.142,46.7,0.0,63.217,19.821
2016-04-12,68.02,698.022,46.9,0.1188,41.622,19.864
2016-04-13,68.09,701.32,47.1,15.6672,57.835,19.662
2016-04-14,68.14,703.682,47.2,0.0,46.9,19.558
2016-04-15,68.2,706.524,47.4,0.0,52.767,19.874
2016-04-16,68.28,710.326,47.7,10.964,63.96,19.962
2016-04-17,68.37,714.619,48.0,13.5686,68.539,18.848
2016-04-18,68.52,721.814,48.4,0.688,102.719,19.447
2016-04-19,68.66,728.573,48.9,0.0,96.585,18.35
2016-04-20,68.77,733.915,49.3,0.037,80.366,18.546
2016-04-21,68.94,742.222,49.8,31.3085,115.813,19.665
2016-04-22,69.27,758.53,50.9,0.0,208.049,19.294
2016-04-23,69.51,770.543,51.7,0.0,157.662,18.62
2016-04-24,69.66,778.117,52.2,0.0,107.187,19.527
2016-04-25,69.76,783.195,52.6,0.0,78.752,19.986
2016-04-26,69.83,786.762,52.8,0.0,61.381,20.089
2016-04-27,69.91,790.853,53.1,21.5937,66.068,18.721
2016-04-28,69.99,794.958,53.4,1.5382,67.203,19.688
2016-04-29,70.1,800.845,53.8,0.055,88.534,20.404
2016-04-30,70.2,805.996,54.1,0.0,80.061,20.446
2016-05-01,70.26,809.095,54.3,0.0,65.03,29.154
2016-05-02,70.28,810.13,54.4,1.9942,53.058,41.082
2016-05-03,70.33,812.72,54.5,13.9799,70.782,40.802
2016-05-04,70.31,811.684,54.5,0.0,37.8,49.798
2016-05-05,70.32,812.202,54.5,0.0,59.305,53.307
2016-05-06,70.3,811.166,54.4,0.0,38.359,50.353
2016-05-07,70.28,810.13,54.4,0.0,38.769,50.754
2016-05-08,70.25,808.578,54.3,0.0,30.944,48.905
2016-05-09,70.21,806.512,54.1,0.0,32.096,56.013
2016-05-10,70.19,805.48,54.1,19.7558,41.728,53.673
2016-05-11,70.17,804.448,54.0,2.9634,41.698,53.634
2016-05-12,70.17,804.448,54.0,0.0,52.748,52.748
2016-05-13,70.14,802.903,53.9,0.0,39.072,56.96
2016-05-14,70.12,801.873,53.8,0.0,37.258,49.172
2016-05-15,70.08,799.817,53.7,6.9868,29.682,53.484
2016-05-16,70.06,798.79,53.6,7.7333,39.989,51.877
2016-05-17,70.0,795.713,53.4,0.0,36.73,72.34
2016-05-18,69.93,791.878,53.2,0.0,32.594,76.982
2016-05-19,69.85,787.784,52.9,0.0,29.632,77.021
2016-05-20,69.75,782.686,52.5,0.0,20.975,79.976
2016-05-21,69.66,778.117,52.2,0.0,20.406,73.284
2016-05-22,69.56,773.062,51.9,0.0,17.562,76.067
2016-05-23,69.46,768.03,51.6,0.0,18.688,76.933
2016-05-24,69.39,764.521,51.3,15.6241,33.778,74.395
2016-05-25,69.3,760.025,51.0,0.2016,24.318,76.354
2016-05-26,69.22,756.044,50.7,0.0,30.641,76.719
2016-05-27,69.12,751.087,50.4,0.0,22.433,79.799
2016-05-28,69.03,746.646,50.1,0.0,22.173,73.582
2016-05-29,68.93,741.731,49.8,0.0,19.896,76.773
2016-05-30,68.82,736.351,49.4,0.0,14.136,76.405
2016-05-31,68.71,730.998,49.1,0.0,13.965,75.925
2016-06-01,68.6,725.671,48.7,0.0,14.42,76.072
2016-06-02,68.48,719.89,48.3,0.0,9.371,76.278
2016-06-03,68.36,714.141,47.9,0.0,12.568,79.11
2016-06-04,68.25,708.899,47.6,0.0525,11.936,72.613
2016-06-05,68.14,703.682,47.2,0.0,14.963,75.336
2016-06-06,68.04,698.963,46.9,0.2826,18.335,72.956
2016-06-07,67.93,693.797,46.6,0.4327,18.523,78.317
2016-06-08,67.81,688.191,46.2,0.0,10.935,75.82
2016-06-09,67.7,683.079,45.8,0.0,16.133,75.296
2016-06-10,67.59,677.994,45.5,0.0,16.782,75.644
2016-06-11,67.48,672.934,45.2,3.0126,17.299,75.862
2016-06-12,67.38,668.356,44.9,0.0,19.386,72.366
2016-06-13,67.26,662.892,44.5,0.0552,13.498,76.749
2016-06-14,67.15,657.909,44.2,0.6811,16.489,74.158
2016-06-15,67.06,653.851,43.9,9.2618,23.328,70.292
2016-06-16,66.97,649.811,43.6,1.1141,15.12,61.886
2016-06-17,66.89,646.233,43.4,0.0,26.267,67.671
2016-06-18,66.79,641.781,43.1,0.0,16.765,68.301
2016-06-19,66.7,637.791,42.8,0.0,18.316,64.491
2016-06-20,66.6,633.378,42.5,3.2715,18.06,69.136
2016-06-21,66.51,629.424,42.2,1.7158,17.394,63.156
2016-06-22,66.42,625.487,42.0,0.0,16.731,62.298
2016-06-23,66.32,621.133,41.7,0.0,16.178,66.58
2016-06-24,66.29,619.83,41.6,27.5448,45.695,60.769
2016-06-25,66.22,616.798,41.4,0.1042,22.222,57.311
2016-06-26,66.17,614.639,41.3,0.0,30.899,55.891
2016-06-27,66.09,611.195,41.0,0.0,19.59,59.453
2016-06-28,66.0,607.336,40.8,0.0,15.369,60.033
2016-06-29,65.91,603.494,40.5,0.0,19.113,63.584
2016-06-30,65.84,600.517,40.3,0.1744,26.643,61.099
2016-07-01,65.85,600.941,40.3,36.3173,49.229,44.314
2016-07-02,66.11,612.055,41.1,51.1573,172.537,43.91
2016-07-03,66.58,632.498,42.5,20.8094,276.144,39.533
2016-07-04,68.11,702.264,47.1,92.556,842.346,34.864
2016-07-05,70.24,808.061,54.2,19.0475,1255.41,30.91
2016-07-06,72.87,950.704,63.8,104.7408,1742.044,91.087
2016-07-07,75.11,1083.071,72.7,4.1829,1768.208,236.182
2016-07-08,75.42,1102.199,74.0,0.278,453.689,232.303
2016-07-09,75.45,1104.06,74.1,0.0,253.594,232.047
2016-07-10,75.33,1096.625,73.6,0.0,146.987,233.045
2016-07-11,75.16,1086.143,72.9,2.6503,112.51,233.834
2016-07-12,74.95,1073.276,72.0,0.6334,85.254,234.17
2016-07-13,74.73,1059.895,71.1,0.0,76.351,231.229
2016-07-14,74.68,1056.868,70.9,0.0729,58.22,93.259
2016-07-15,74.59,1051.431,70.6,0.0,47.768,110.688
2016-07-16,74.4,1040.009,69.8,14.8622,73.004,205.204
2016-07-17,74.14,1024.498,68.8,0.256,57.58,237.102
2016-07-18,73.87,1008.537,67.7,0.0,53.888,238.627
2016-07-19,73.57,990.975,66.5,0.8403,38.674,241.933
2016-07-20,73.26,973.019,65.3,0.3126,38.114,245.938
2016-07-21,73.02,959.251,64.4,0.0,26.933,186.293
2016-07-22,72.95,955.257,64.1,0.0,23.806,70.034
2016-07-23,72.88,951.272,63.8,0.0,23.627,69.742
2016-07-24,72.81,947.298,63.6,0.0,21.073,67.074
2016-07-25,72.73,942.767,63.3,0.0,19.243,71.677
2016-07-26,72.66,938.814,63.0,0.0,24.343,70.102
2016-07-27,72.58,934.307,62.7,0.3852,16.129,68.287
2016-07-28,72.51,930.375,62.4,0.8045,24.578,70.095
2016-07-29,72.43,925.892,62.1,4.2384,18.716,70.598
2016-07-30,72.36,921.98,61.9,2.8752,23.116,68.392
2016-07-31,72.3,918.635,61.7,0.797,23.186,61.904
2016-08-01,72.23,914.741,61.4,0.0,28.364,73.431
2016-08-02,72.15,910.303,61.1,10.0849,20.01,71.378
2016-08-03,72.07,905.878,60.8,3.3443,20.238,71.459
2016-08-04,72.01,902.567,60.6,0.0,28.177,66.497
2016-08-05,71.98,900.914,60.5,0.0,28.501,47.63
2016-08-06,71.93,898.163,60.3,0.7289,17.746,49.582
2016-08-07,71.89,895.966,60.1,6.7844,20.01,45.438
2016-08-08,71.83,892.677,59.9,3.1546,12.666,50.74
2016-08-09,71.79,890.488,59.8,0.7854,23.691,49.028
2016-08-10,71.74,887.756,59.6,0.0,17.209,48.829
2016-08-11,71.69,885.029,59.4,0.0,17.681,49.244
2016-08-12,71.64,882.306,59.2,0.0,18.412,49.919
2016-08-13,71.58,879.046,59.0,0.0,11.551,49.284
2016-08-14,71.53,876.335,58.8,2.287,17.315,48.697
2016-08-15,71.47,873.088,58.6,0.0,8.358,45.942
2016-08-16,71.4,869.308,58.3,0.0,7.393,51.137
2016-08-17,71.34,866.076,58.1,0.114,10.748,48.155
2016-08-18,71.28,862.851,57.9,1.4463,12.188,49.514
2016-08-19,71.22,859.633,57.7,0.0,12.33,49.575
2016-08-20,71.16,856.422,57.5,0.0,11.889,49.052
2016-08-21,71.1,853.218,57.3,0.0,8.86,45.942
2016-08-22,71.03,849.489,57.0,0.0,9.266,52.426
2016-08-23,70.96,845.77,56.8,1.379,6.773,49.823
2016-08-24,70.9,842.589,56.6,0.0273,12.594,49.407
2016-08-25,70.77,835.722,56.1,0.0,7.061,86.545
2016-08-26,70.71,832.563,55.9,10.8853,12.345,48.902
2016-08-27,70.65,829.412,55.7,0.1567,12.063,48.54
2016-08-28,70.6,826.791,55.5,6.3513,15.056,45.392
2016-08-29,70.53,823.129,55.2,0.3895,9.225,51.602
2016-08-30,70.48,820.52,55.1,3.355,18.567,48.769
2016-08-31,70.43,817.915,54.9,11.4487,14.556,44.702
2016-09-01,70.41,816.875,54.8,0.3004,27.524,39.567
2016-09-02,70.38,815.315,54.7,11.1823,22.488,40.536
2016-09-03,70.35,813.758,54.6,0.0,24.717,42.745
2016-09-04,70.31,811.684,54.5,0.9309,20.805,44.811
2016-09-05,70.27,809.613,54.3,0.9667,21.206,45.176
2016-09-06,70.22,807.028,54.2,0.073,10.352,40.265
2016-09-07,70.18,804.964,54.0,1.0403,17.91,41.8
2016-09-08,70.14,802.903,53.9,0.9325,17.957,41.812
2016-09-09,70.1,800.845,53.8,1.0373,20.798,44.618
2016-09-10,70.06,798.79,53.6,6.6236,19.083,42.867
2016-09-11,70.01,796.226,53.4,0.1612,9.349,39.029
2016-09-12,69.97,793.931,53.3,1.4279,12.911,39.471
2016-09-13,69.93,791.878,53.2,0.073,17.18,40.938
2016-09-14,69.89,789.829,53.0,0.0,17.537,41.253
2016-09-15,69.84,787.273,52.8,0.0,8.817,38.403
2016-09-16,69.81,785.742,52.7,5.5603,20.356,38.076
2016-09-17,69.97,793.931,53.3,93.4085,124.035,29.256
2016-09-18,70.46,819.477,55.0,10.5464,324.549,28.871
2016-09-19,70.74,834.142,56.0,0.0,209.011,39.286
2016-09-20,70.86,840.473,56.4,0.0,111.985,38.709
2016-09-21,70.92,843.649,56.6,0.0,76.107,39.348
2016-09-22,70.95,845.239,56.7,0.0553,57.521,39.111
2016-09-23,70.96,845.77,56.8,0.0,44.681,38.54
2016-09-24,70.95,845.239,56.7,0.0,33.375,39.516
2016-09-25,70.93,844.179,56.7,0.0,25.442,37.717
2016-09-26,70.91,843.119,56.6,0.5478,26.573,38.839
2016-09-27,70.93,844.179,56.7,12.4835,51.164,38.898
2016-09-28,70.92,843.649,56.6,0.6698,33.13,39.264
2016-09-29,70.89,842.06,56.5,0.1178,20.162,38.552
2016-09-30,70.87,841.001,56.4,7.7689,27.216,39.464
2016-10-01,70.87,841.001,56.4,1.2229,27.209,27.209
2016-10-02,70.88,841.53,56.5,1.0714,33.413,27.29
2016-10-03,70.88,841.53,56.5,8.361,26.345,26.345
2016-10-04,70.89,842.06,56.5,0.1241,33.386,27.261
2016-10-05,70.94,844.709,56.7,38.4653,58.237,27.577
2016-10-06,71.25,861.241,57.8,0.0,217.739,26.39
2016-10-07,71.45,872.007,58.5,15.4399,152.524,27.924
2016-10-08,71.88,895.418,60.1,36.5978,297.544,26.586
2016-10-09,72.46,927.572,62.3,0.0,399.791,27.637
2016-10-10,72.68,939.942,63.1,0.0,171.047,27.866
2016-10-11,72.8,946.731,63.5,0.0,106.149,27.58
2016-10-12,72.88,951.272,63.8,0.0,80.595,28.031
2016-10-13,72.92,953.548,64.0,0.0,54.767,28.43
2016-10-14,72.95,955.257,64.1,0.0,46.747,26.97
2016-10-15,72.98,956.967,64.2,0.0,47.922,28.124
2016-10-16,73.0,958.109,64.3,12.5611,41.33,28.12
2016-10-17,73.02,959.251,64.4,1.4919,41.29,28.07
2016-10-18,73.03,959.822,64.4,0.0,34.938,28.325
2016-10-19,73.06,961.537,64.5,0.0,48.172,28.318
2016-10-20,73.07,962.11,64.6,0.0,34.896,28.273
2016-10-21,73.07,962.11,64.6,0.0,28.138,28.138
2016-10-22,73.07,962.11,64.6,0.0,27.985,27.985
2016-10-23,73.08,962.682,64.6,0.7943,34.596,27.971
2016-10-24,73.06,961.537,64.5,0.1019,14.845,28.092
2016-10-25,73.08,962.682,64.6,11.7482,41.37,28.123
2016-10-26,73.08,962.682,64.6,0.0,28.068,28.068
2016-10-27,73.09,963.255,64.7,0.0,34.765,28.138
2016-10-28,73.09,963.255,64.7,7.8748,28.084,28.084
2016-10-29,73.09,963.255,64.7,0.0729,28.097,28.097
2016-10-30,73.09,963.255,64.7,0.0,27.865,27.865
2016-10-31,73.08,962.682,64.6,0.0,21.6,28.227
2016-11-01,73.08,962.682,64.6,0.0,28.321,28.321
2016-11-02,73.07,962.11,64.6,0.0,21.603,28.228
2016-11-03,73.06,961.537,64.5,0.0,21.598,28.221
2016-11-04,73.05,960.966,64.5,0.0,21.466,28.086
2016-11-05,73.04,960.394,64.5,0.0,21.581,28.199
2016-11-06,73.03,959.822,64.4,0.0,21.568,28.184
2016-11-07,73.02,959.251,64.4,0.8621,21.412,28.025
2016-11-08,73.02,959.251,64.4,5.5341,28.278,28.278
2016-11-09,73.0,958.109,64.3,0.0,15.106,28.326
2016-11-10,73.0,958.109,64.3,3.4808,28.243,28.243
2016-11-11,72.99,957.538,64.3,0.6077,21.501,28.107
2016-11-12,72.98,956.967,64.2,0.0,21.665,28.269
2016-11-13,72.97,956.397,64.2,0.0,21.562,28.164
2016-11-14,72.95,955.257,64.1,0.0525,15.103,28.299
2016-11-15,72.93,954.117,64.0,0.0,15.234,28.421
2016-11-16,72.92,953.548,64.0,0.0,25.301,31.891
2016-11-17,72.9,952.41,63.9,0.0,18.645,31.818
2016-11-18,72.89,951.841,63.9,8.4116,25.42,32.003
2016-11-19,72.87,950.704,63.8,1.1587,18.801,31.96
2016-11-20,72.86,950.136,63.8,0.0505,25.243,31.819
2016-11-21,72.84,949.0,63.7,0.4316,18.787,31.933
2016-11-22,72.82,947.865,63.6,0.057,18.925,32.061
2016-11-23,72.8,946.731,63.5,0.0,18.587,31.714
2016-11-24,72.78,945.597,63.5,0.0,18.921,32.039
2016-11-25,72.76,944.465,63.4,0.0,18.937,32.046
2016-11-26,72.74,943.333,63.3,0.247,18.865,31.964
2016-11-27,72.72,942.202,63.2,4.2898,18.888,31.978
2016-11-28,72.7,941.072,63.2,0.0,19.574,32.655
2016-11-29,72.67,939.378,63.1,0.0525,12.532,32.136
2016-11-30,72.66,938.814,63.0,1.7331,25.411,31.941
2016-12-01,72.64,937.686,62.9,0.3437,18.955,32.008
2016-12-02,72.62,936.559,62.9,0.0,19.106,32.151
2016-12-03,72.59,934.87,62.7,0.0,12.433,31.982
2016-12-04,72.58,934.307,62.7,0.0,25.109,31.621
2016-12-05,72.55,932.621,62.6,0.0,12.735,32.256
2016-12-06,72.53,931.497,62.5,0.0,18.881,31.884
2016-12-07,72.51,930.375,62.4,0.1788,15.559,28.552
2016-12-08,72.49,929.253,62.4,0.8718,15.51,28.494
2016-12-09,72.47,928.132,62.3,2.4395,15.422,28.397
2016-12-10,72.46,927.572,62.3,0.0,21.786,28.27
2016-12-11,72.44,926.452,62.2,0.0,15.172,28.133
2016-12-12,72.43,925.892,62.1,0.0,21.906,28.383
2016-12-13,72.41,924.774,62.1,0.0,15.524,28.471
2016-12-14,72.39,923.656,62.0,0.0,15.584,28.522
2016-12-15,72.36,921.98,61.9,0.0,8.942,28.332
2016-12-16,72.35,921.422,61.8,0.0,22.079,28.538
2016-12-17,72.33,920.307,61.8,0.0,15.304,28.215
2016-12-18,72.31,919.192,61.7,0.0,15.379,28.281
2016-12-19,72.29,918.078,61.6,2.6928,15.676,28.568
2016-12-20,72.27,916.965,61.5,0.0729,15.643,28.526
2016-12-21,72.27,916.965,61.5,11.9436,28.377,28.377
2016-12-22,72.28,917.522,61.6,10.1125,34.879,28.439
2016-12-23,72.28,917.522,61.6,0.698,27.938,27.938
2016-12-24,72.31,919.192,61.7,0.1002,47.576,28.241
2016-12-25,72.32,919.749,61.7,0.0,34.455,28.005
2016-12-26,72.34,920.864,61.8,11.6639,41.378,28.472
2016-12-27,72.35,921.422,61.8,0.3316,34.835,28.379
2016-12-28,72.37,922.539,61.9,0.0,41.342,28.422
2016-12-29,72.39,923.656,62.0,0.0,41.002,28.073
2016-12-30,72.41,924.774,62.1,0.0,41.431,28.493
2016-12-31,72.42,925.333,62.1,0.0,34.916,28.443
2017-01-01,72.43,925.892,62.1,0.0,34.395,27.92
2017-01-02,72.43,925.892,62.1,0.0273,28.643,28.643
2017-01-03,72.43,925.892,62.1,0.0,28.429,28.429
2017-01-04,72.43,925.892,62.1,0.0,28.549,28.549
2017-01-05,72.42,925.333,62.1,0.0,21.83,28.305
2017-01-06,72.42,925.333,62.1,0.0,28.013,28.013
2017-01-07,72.41,924.774,62.1,0.0,22.26,28.733
2017-01-08,72.41,924.774,62.1,0.0,28.567,28.567
2017-01-09,72.39,923.656,62.0,0.0974,15.215,28.153
2017-01-10,72.38,923.097,62.0,0.0,21.768,28.234
2017-01-11,72.37,922.539,61.9,0.0,21.725,28.188
2017-01-12,72.36,921.98,61.9,0.055,21.855,28.316
2017-01-13,72.34,920.864,61.8,0.0525,15.338,28.253
2017-01-14,72.32,919.749,61.7,0.0,15.487,28.393
2017-01-15,72.31,919.192,61.7,0.0,21.737,28.187
2017-01-16,72.29,918.078,61.6,0.0,15.17,28.062
2017-01-17,72.28,917.522,61.6,0.0,22.362,28.805
2017-01-18,72.26,916.409,61.5,0.0,15.53,28.409
2017-01-19,72.24,915.297,61.4,0.0,15.423,28.292
2017-01-20,72.22,914.186,61.4,2.3427,15.354,28.214
2017-01-21,72.21,913.631,61.3,0.4693,22.128,28.555
2017-01-22,72.19,912.521,61.2,0.6185,15.149,27.996
2017-01-23,72.18,911.966,61.2,0.0273,21.941,28.361
2017-01-24,72.15,910.303,61.1,0.0,9.486,28.732
2017-01-25,72.14,909.749,61.1,0.0273,21.837,28.248
2017-01-26,72.12,908.642,61.0,0.0729,15.916,28.731
2017-01-27,72.1,907.536,60.9,1.3164,15.887,28.692
2017-01-28,72.08,906.43,60.8,0.0,14.906,27.702
2017-01-29,72.06,905.325,60.8,5.1777,14.9,27.687
2017-01-30,72.05,904.773,60.7,1.0492,21.842,28.232
2017-01-31,72.04,904.221,60.7,0.0273,22.375,28.763
2017-02-01,72.02,903.118,60.6,0.0,16.143,28.912
2017-02-02,72.0,902.016,60.5,0.0,16.415,29.175
2017-02-03,71.99,901.465,60.5,0.0,21.964,28.34
2017-02-04,71.96,899.813,60.4,0.0,9.35,28.466
2017-02-05,71.95,899.263,60.4,2.2739,22.172,28.539
2017-02-06,71.93,898.163,60.3,0.0,15.727,28.455
2017-02-07,71.91,897.064,60.2,0.0,15.82,28.539
2017-02-08,71.89,895.966,60.1,0.0,15.848,28.558
2017-02-09,71.87,894.869,60.1,0.0,15.75,28.45
2017-02-10,71.85,893.772,60.0,0.0,15.391,28.082
2017-02-11,71.83,892.677,59.9,0.0,15.675,28.357
2017-02-12,71.81,891.582,59.8,0.0,15.651,28.324
2017-02-13,71.79,890.488,59.8,0.3237,15.905,28.569
2017-02-14,71.77,889.394,59.7,0.2034,15.883,28.538
2017-02-15,71.75,888.302,59.6,0.0,15.749,28.395
2017-02-16,71.73,887.21,59.5,2.9843,15.752,28.389
2017-02-17,71.71,886.119,59.5,3.6946,15.703,28.331
2017-02-18,71.69,885.029,59.4,0.0,15.204,27.823
2017-02-19,71.68,884.484,59.4,1.4892,22.459,28.765
2017-02-20,71.68,884.484,59.4,16.4878,28.326,28.326
2017-02-21,71.7,885.574,59.4,0.0,41.035,28.421
2017-02-22,71.74,887.756,59.6,18.7578,53.433,28.178
2017-02-23,71.79,890.488,59.8,0.0,59.808,28.188
2017-02-24,71.9,896.515,60.2,0.0,97.833,28.068
2017-02-25,71.97,900.363,60.4,0.0,72.923,28.384
2017-02-26,72.02,903.118,60.6,0.0,59.971,28.089
2017-02-27,72.05,904.773,60.7,0.0,47.323,28.166
2017-02-28,72.07,905.878,60.8,0.0,40.976,28.193
2017-03-01,72.08,906.43,60.8,0.1949,34.758,28.363
2017-03-02,72.09,906.983,60.9,3.0665,34.52,28.123
2017-03-03,72.1,907.536,60.9,0.0,34.499,28.1
2017-03-04,72.1,907.536,60.9,0.0,28.206,28.206
2017-03-05,72.1,907.536,60.9,0.0,28.2,28.2
2017-03-06,72.09,906.983,60.9,0.0505,21.771,28.17
2017-03-07,72.09,906.983,60.9,0.9319,28.012,28.012
2017-03-08,72.08,906.43,60.8,0.1664,21.61,28.007
2017-03-09,72.07,905.878,60.8,0.0,21.696,28.091
2017-03-10,72.07,905.878,60.8,0.0,28.265,28.265
2017-03-11,72.07,905.878,60.8,0.0,28.002,28.002
2017-03-12,72.05,904.773,60.7,0.0,15.347,28.13
2017-03-13,72.04,904.221,60.7,0.0,21.991,28.379
2017-03-14,72.03,903.67,60.7,0.0,21.965,28.351
2017-03-15,72.01,902.567,60.6,0.0,15.698,28.462
2017-03-16,72.0,902.016,60.5,0.0,21.963,28.342
2017-03-17,71.99,901.465,60.5,0.0,22.288,28.664
2017-03-18,71.97,900.363,60.4,0.0,16.296,29.042
2017-03-19,71.95,899.263,60.4,0.0,16.553,29.29
2017-03-20,71.94,898.713,60.3,0.9673,22.42,28.785
2017-03-21,71.92,897.614,60.2,0.6712,16.227,28.95
2017-03-22,71.9,896.515,60.2,0.0,16.675,29.389
2017-03-23,71.88,895.418,60.1,0.0,16.414,29.119
2017-03-24,71.87,894.869,60.1,0.0,22.853,29.202
2017-03-25,71.86,894.321,60.0,7.8038,22.684,29.031
2017-03-26,71.84,893.224,60.0,0.3571,16.252,28.939
2017-03-27,71.83,892.677,59.9,2.4137,22.769,29.109
2017-03-28,71.82,892.129,59.9,0.2601,22.775,29.113
2017-03-29,71.82,892.129,59.9,0.6098,29.268,29.268
2017-03-30,71.81,891.582,59.8,0.0,23.113,29.448
2017-03-31,71.81,891.582,59.8,5.5543,29.478,29.478
2017-04-01,71.81,891.582,59.8,2.2898,31.369,31.369
2017-04-02,71.8,891.035,59.8,0.0,25.575,31.908
2017-04-03,71.8,891.035,59.8,0.055,31.806,31.806
2017-04-04,71.79,890.488,59.8,0.0,25.436,31.767
2017-04-05,71.79,890.488,59.8,7.2112,31.168,31.168
2017-04-06,71.8,891.035,59.8,8.3848,36.79,30.459
2017-04-07,71.81,891.582,59.8,0.0,37.246,30.913
2017-04-08,71.82,892.129,59.9,0.0,37.025,30.69
2017-04-09,71.85,893.772,60.0,0.0,49.26,30.24
2017-04-10,71.85,893.772,60.0,0.0,30.971,30.971
2017-04-11,71.87,894.869,60.1,12.3288,43.329,30.638
2017-04-12,71.88,895.418,60.1,0.0,33.055,26.706
2017-04-13,71.89,895.966,60.1,0.0,36.886,30.535
2017-04-14,71.91,897.064,60.2,0.0,43.186,30.476
2017-04-15,71.91,897.064,60.2,0.0,30.537,30.537
2017-04-16,71.92,897.614,60.2,0.0,36.952,30.594
2017-04-17,71.94,898.713,60.3,20.059,42.955,30.232
2017-04-18,71.96,899.813,60.4,2.6536,42.996,30.264
2017-04-19,72.0,902.016,60.5,0.0,55.725,30.233
2017-04-20,72.04,904.221,60.7,2.1025,55.878,30.349
2017-04-21,72.07,905.878,60.8,0.0,49.031,29.861
2017-04-22,72.09,906.983,60.9,0.0,43.012,30.22
2017-04-23,72.1,907.536,60.9,0.0,36.179,29.78
2017-04-24,72.09,906.983,60.9,0.0,23.729,30.128
2017-04-25,72.09,906.983,60.9,2.5571,30.296,30.296
2017-04-26,72.08,906.43,60.8,0.8429,23.909,30.306
2017-04-27,72.07,905.878,60.8,0.0,24.881,31.276
2017-04-28,72.06,905.325,60.8,0.0,25.822,32.214
2017-04-29,72.04,904.221,60.7,0.0,19.941,32.719
2017-04-30,72.03,903.67,60.7,0.0,26.171,32.557
2017-05-01,71.99,901.465,60.5,0.0,19.977,45.496
2017-05-02,71.95,899.263,60.4,0.0,21.471,46.954
2017-05-03,71.89,895.966,60.1,0.0,10.607,48.763
2017-05-04,71.84,893.224,60.0,0.0,16.747,48.481
2017-05-05,71.79,890.488,59.8,2.1693,17.081,48.758
2017-05-06,71.73,887.21,59.5,0.0663,10.369,48.306
2017-05-07,71.67,883.939,59.3,0.0,10.607,48.463
2017-05-08,71.62,881.219,59.1,0.0,16.896,48.38
2017-05-09,71.57,878.504,59.0,10.8263,17.433,48.86
2017-05-10,71.52,875.793,58.8,1.8461,17.038,48.409
2017-05-11,71.47,873.088,58.6,0.6171,17.503,48.817
2017-05-12,71.42,870.387,58.4,0.0,17.64,48.897
2017-05-13,71.37,867.691,58.2,0.4004,17.714,48.915
2017-05-14,71.32,865.0,58.1,0.0,17.687,48.831
2017-05-15,71.26,861.778,57.8,0.0,11.605,48.904
2017-05-16,71.21,859.098,57.7,0.0,18.151,49.171
2017-05-17,71.15,855.888,57.4,0.0,12.213,49.363
2017-05-18,71.09,852.685,57.2,0.0,12.02,49.089
2017-05-19,71.03,849.489,57.0,0.0,12.198,49.186
2017-05-20,70.96,845.77,56.8,0.0,5.842,48.892
2017-05-21,70.9,842.589,56.6,0.0,11.828,48.641
2017-05-22,70.84,839.415,56.3,0.0,12.299,49.031
2017-05-23,70.77,835.722,56.1,0.0,6.137,48.889
2017-05-24,70.71,832.563,55.9,4.6606,12.137,48.694
2017-05-25,70.64,828.887,55.6,0.0449,6.107,48.655
2017-05-26,70.58,825.743,55.4,0.0,12.63,49.013
2017-05-27,70.51,822.085,55.2,0.0,6.131,48.476
2017-05-28,70.45,818.956,55.0,0.0,12.343,48.552
2017-05-29,70.38,815.315,54.7,0.0553,6.787,48.93
2017-05-30,70.32,812.202,54.5,0.0552,12.87,48.905
2017-05-31,70.25,808.578,54.3,0.3949,7.111,49.051
2017-06-01,70.16,803.933,54.0,0.055,16.381,70.144
2017-06-02,70.06,798.79,53.6,0.0,9.879,69.406
2017-06-03,69.97,793.931,53.3,0.0,13.966,70.206
2017-06-04,69.85,787.784,52.9,0.0,0.0,70.194
2017-06-05,69.74,782.177,52.5,0.0,5.473,70.36
