분류,지점명,채수위치,조사일,수온(℃),pH,DO(㎎/L),투명도,탁도,Chl-a (㎎/㎥),유해남조류 세포수 (cells/㎖),유해남조류 우점종 및 세포수(속별),유해남조류 우점종 및 세포수(속별).1,유해남조류 우점종 및 세포수(속별).2,유해남조류 우점종 및 세포수(속별).3,냄새물질 (ng/L),냄새물질 (ng/L).1,조류독소(㎍/L),조류독소(㎍/L).1,조류독소(㎍/L).2,조류독소(㎍/L).3,조류독소(㎍/L).4,조류독소(㎍/L).5,평균기온(°C),일강수량(mm),합계 일조시간(hr),합계 일사량(MJ/m2),TN(㎎/L),TP(㎎/L),수위(EL.m),저수량(백만㎥),저수율(%),강우량(mm),유입량(㎥/s),총방류량(㎥/s),N_P_비율,체류시간_지표
호소,대청호,문의,2021-08-02,26.8,10.0,5.9,2.5,2.0,8.4,3714.0,0.0,722.0,164.0,2828.0,0.0,0.0,0.6705357142857142,0.7,0.0,0.0,0.0,0.0,26.0,34.0,1.3,7.89,0.983,0.028,70.77,854.266,57.3,24.0507,102.657,53.028,35.10714160331637,16.07939316368017
호소,대청호,추동,2021-08-02,25.3,9.9,4.8,1.0,6.4,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6743303571428572,0.7,0.0,0.0,0.0,0.0,26.0,34.0,1.3,7.89,,,70.77,854.266,57.3,24.0507,102.657,53.028,,16.07939316368017
호소,대청호,회남,2021-08-02,20.6,9.5,6.1,1.2,9.6,6.9,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.6781250000000001,0.7,0.0,0.0,0.0,0.0,26.0,34.0,1.3,7.89,,,70.77,854.266,57.3,24.0507,102.657,53.028,,16.07939316368017
호소,대청호,문의,2021-08-09,27.1,10.3,5.5,1.1,3.7,14.3,7866.0,300.0,5614.0,1584.0,368.0,0.0,0.0,0.6819196428571428,0.7,0.0,0.0,0.0,0.0,28.1,0.0,12.1,23.87,0.822,0.016,71.15,874.813,58.7,0.0,39.153,58.075,51.3749967890627,15.037610657498924
호소,대청호,회남,2021-08-09,21.0,10.8,4.8,1.4,8.5,6.4,380.0,380.0,0.0,0.0,0.0,0.0,0.0,0.6857142857142857,0.7,0.0,0.0,0.0,0.0,28.1,0.0,12.1,23.87,,,71.15,874.813,58.7,0.0,39.153,58.075,,15.037610657498924
호소,대청호,추동,2021-08-09,27.5,10.9,6.6,1.2,4.5,11.0,760.0,760.0,0.0,0.0,0.0,0.0,0.0,0.6895089285714286,0.7,0.0,0.0,0.0,0.0,28.1,0.0,12.1,23.87,,,71.15,874.813,58.7,0.0,39.153,58.075,,15.037610657498924
호소,대청호,문의,2021-08-17,27.3,9.2,6.3,1.5,3.3,15.5,3040.0,800.0,536.0,1704.0,0.0,0.0,0.0,0.6933035714285714,0.7,0.0,0.0,0.0,0.0,25.5,0.1,7.4,18.23,0.922,0.02,70.84,858.028,57.6,0.9144,26.907,58.086,46.09999769500012,14.74629635994913
호소,대청호,추동,2021-08-17,26.7,8.8,5.0,1.4,3.2,8.5,944.0,900.0,0.0,44.0,0.0,0.0,0.0,0.6970982142857143,0.7,0.0,0.0,0.0,0.0,25.5,0.1,7.4,18.23,,,70.84,858.028,57.6,0.9144,26.907,58.086,,14.74629635994913
호소,대청호,회남,2021-08-17,22.0,7.8,4.4,1.6,7.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7008928571428572,0.7,0.0,0.0,0.0,0.0,25.5,0.1,7.4,18.23,,,70.84,858.028,57.6,0.9144,26.907,58.086,,14.74629635994913
호소,대청호,회남,2021-08-23,22.5,8.1,3.3,1.5,5.9,7.0,756.0,720.0,0.0,36.0,0.0,0.0,0.0,0.7046874999999999,0.7,0.0,0.0,0.0,0.0,22.8,65.0,0.0,2.9,,,70.67,848.908,57.0,48.4881,139.555,158.134,,5.364889973077847
호소,대청호,추동,2021-08-23,25.8,8.3,4.4,1.5,4.3,6.4,924.0,848.0,0.0,76.0,0.0,0.0,0.0,0.7084821428571428,0.7,0.0,0.0,0.0,0.0,22.8,65.0,0.0,2.9,,,70.67,848.908,57.0,48.4881,139.555,158.134,,5.364889973077847
호소,대청호,문의,2021-08-23,26.4,9.1,5.6,1.5,3.3,12.4,1980.0,420.0,0.0,1560.0,0.0,0.0,0.0,0.7122767857142858,0.7,0.0,0.0,0.0,0.0,22.8,65.0,0.0,2.9,1.024,0.019,70.67,848.908,57.0,48.4881,139.555,158.134,53.89473400554032,5.364889973077847
호소,대청호,문의,2021-08-30,25.6,8.5,3.6,1.6,3.4,9.5,3568.0,360.0,0.0,3208.0,0.0,0.0,0.0,0.7160714285714285,0.7,0.0,0.0,0.0,0.0,22.9,0.1,0.3,6.76,1.077,0.014,72.91,973.852,65.4,0.0634,431.387,164.402,76.92856593367387,5.920000972632552
호소,대청호,추동,2021-08-30,25.2,8.0,5.4,1.5,4.3,9.9,2348.0,1260.0,0.0,1088.0,0.0,0.0,0.0,0.7198660714285714,0.7,0.0,0.0,0.0,0.0,22.9,0.1,0.3,6.76,,,72.91,973.852,65.4,0.0634,431.387,164.402,,5.920000972632552
호소,대청호,회남,2021-08-30,22.2,7.6,5.0,2.4,8.6,6.2,784.0,460.0,0.0,324.0,0.0,0.0,0.0,0.7236607142857143,0.7,0.0,0.0,0.0,0.0,22.9,0.1,0.3,6.76,,,72.91,973.852,65.4,0.0634,431.387,164.402,,5.920000972632552
호소,대청호,문의,2021-09-06,24.1,8.3,3.7,1.7,3.8,4.6,3044.0,0.0,0.0,3044.0,0.0,0.0,0.0,0.7274553571428573,0.7,0.0,0.0,0.0,0.0,20.7,32.2,0.1,5.93,1.0,0.015,73.69,1019.778,68.4,23.6436,109.371,40.416,66.66666222222253,25.169760094777374
호소,대청호,추동,2021-09-06,24.2,8.1,6.3,1.9,4.0,11.1,934.0,160.0,42.0,656.0,76.0,0.0,0.0,0.73125,0.7,0.0,0.0,0.0,0.0,20.7,32.2,0.1,5.93,,,73.69,1019.778,68.4,23.6436,109.371,40.416,,25.169760094777374
호소,대청호,회남,2021-09-06,22.6,7.8,5.4,2.2,5.8,6.4,704.0,520.0,0.0,184.0,0.0,0.0,0.0,0.7350446428571429,0.7,0.0,0.0,0.0,0.0,20.7,32.2,0.1,5.93,,,73.69,1019.778,68.4,23.6436,109.371,40.416,,25.169760094777374
호소,대청호,문의,2021-09-13,24.5,7.9,5.1,1.6,2.7,6.8,7144.0,3440.0,0.0,3704.0,0.0,0.0,0.0,0.7388392857142858,0.7,0.0,0.0,0.0,0.0,23.9,0.0,6.7,15.41,1.097,0.017,74.284,1055.589,70.8,0.0,57.503,54.684,64.52940796885835,19.268198744158877
호소,대청호,추동,2021-09-13,24.2,7.9,7.2,1.9,3.3,11.4,2538.0,1860.0,142.0,24.0,512.0,0.0,0.0,0.7426339285714285,0.7,0.0,0.0,0.0,0.0,23.9,0.0,6.7,15.41,,,74.284,1055.589,70.8,0.0,57.503,54.684,,19.268198744158877
호소,대청호,회남,2021-09-13,22.3,7.8,5.8,2.1,4.5,4.7,772.0,460.0,224.0,88.0,0.0,0.0,0.0,0.7464285714285714,0.7,0.0,0.0,0.0,0.0,23.9,0.0,6.7,15.41,,,74.284,1055.589,70.8,0.0,57.503,54.684,,19.268198744158877
호소,대청호,문의,2021-09-23,23.9,8.2,5.2,1.8,2.3,12.1,1446.0,1220.0,54.0,172.0,0.0,0.0,0.0,0.7502232142857144,0.7,0.0,0.0,0.0,0.0,21.1,0.0,10.7,19.29,,,74.502,1068.913,71.7,0.0,84.781,40.807,,26.130319994133032
호소,대청호,회남,2021-09-23,23.1,8.0,5.7,1.7,3.9,10.8,1940.0,1000.0,828.0,112.0,0.0,0.0,0.0,0.7540178571428571,0.7,0.0,0.0,0.0,0.0,21.1,0.0,10.7,19.29,,,74.502,1068.913,71.7,0.0,84.781,40.807,,26.130319994133032
호소,대청호,추동,2021-09-23,23.5,8.2,7.3,1.5,4.5,23.8,3124.0,620.0,2280.0,48.0,176.0,0.0,0.0,0.7578125,0.7,0.0,0.0,0.0,0.0,21.1,0.0,10.7,19.29,,,74.502,1068.913,71.7,0.0,84.781,40.807,,26.130319994133032
호소,대청호,추동,2021-09-27,23.5,8.3,7.5,1.8,2.9,23.0,2768.0,540.0,1500.0,344.0,384.0,0.0,0.0,0.7616071428571429,0.7,0.0,0.0,0.0,0.0,22.2,0.2,4.3,13.49,,,74.552,1071.983,72.0,0.0,35.225,40.915,,26.13636474460563
호소,대청호,문의,2021-09-27,23.7,7.9,5.9,2.1,2.3,8.8,2056.0,1160.0,172.0,172.0,552.0,0.0,0.0,0.7654017857142856,0.7,0.0,0.0,0.0,0.0,22.2,0.2,4.3,13.49,1.073,0.014,74.552,1071.983,72.0,0.0,35.225,40.915,76.64285166836774,26.13636474460563
호소,대청호,회남,2021-09-27,22.6,7.9,4.7,2.7,3.9,6.6,590.0,240.0,350.0,0.0,0.0,0.0,0.0,0.7691964285714286,0.7,0.0,0.0,0.0,0.0,22.2,0.2,4.3,13.49,,,74.552,1071.983,72.0,0.0,35.225,40.915,,26.13636474460563
호소,대청호,회남,2021-10-05,21.8,8.0,4.7,2.3,4.4,5.1,800.0,280.0,464.0,56.0,0.0,0.0,0.0,0.7729910714285715,0.7,0.0,0.0,0.0,0.0,23.4,0.0,9.7,16.95,,,74.82,1088.524,73.1,0.0,25.99,31.731,,34.196977788947876
호소,대청호,추동,2021-10-05,23.4,7.8,6.6,2.3,2.6,7.6,1968.0,860.0,784.0,180.0,144.0,0.0,0.0,0.7767857142857142,0.7,0.0,0.0,0.0,0.0,23.4,0.0,9.7,16.95,,,74.82,1088.524,73.1,0.0,25.99,31.731,,34.196977788947876
호소,대청호,문의,2021-10-05,24.0,8.0,6.7,1.5,1.6,11.0,2914.0,2560.0,82.0,128.0,144.0,0.0,0.0,0.7805803571428571,0.7,0.0,0.0,0.0,0.0,23.4,0.0,9.7,16.95,1.112,0.015,74.82,1088.524,73.1,0.0,25.99,31.731,74.13332839111145,34.196977788947876
호소,대청호,회남,2021-10-12,22.5,7.6,4.4,2.7,3.8,6.3,328.0,0.0,264.0,0.0,64.0,0.0,0.0,0.784375,0.7,0.0,0.0,0.0,0.0,16.2,0.5,0.0,2.68,,,74.818,1088.4,73.1,4.9582,29.84,31.275,,34.69003984063745
호소,대청호,문의,2021-10-12,23.1,7.5,5.0,2.6,1.7,12.7,644.0,340.0,96.0,56.0,152.0,0.0,0.0,0.788169642857143,0.7,0.0,0.0,0.0,0.0,16.2,0.5,0.0,2.68,1.248,0.014,74.818,1088.4,73.1,4.9582,29.84,31.275,89.14285077551067,34.69003984063745
호소,대청호,추동,2021-10-12,23.0,7.5,6.1,1.2,2.3,12.9,970.0,380.0,466.0,52.0,72.0,0.0,0.0,0.7919642857142857,0.7,0.0,0.0,0.0,0.0,16.2,0.5,0.0,2.68,,,74.818,1088.4,73.1,4.9582,29.84,31.275,,34.69003984063745
호소,대청호,회남,2021-10-18,21.9,7.3,5.3,2.0,3.2,7.3,144.0,0.0,144.0,0.0,0.0,0.0,0.0,0.7957589285714286,0.7,0.0,0.0,0.0,0.0,9.6,0.0,10.5,16.91,,,74.86,1091.005,73.2,0.0,40.77,32.15,,33.82961240310078
호소,대청호,문의,2021-10-18,21.7,7.4,7.1,2.2,2.9,21.6,938.0,420.0,38.0,56.0,424.0,0.0,0.0,0.7995535714285715,0.7,0.0,0.0,0.0,0.0,9.6,0.0,10.5,16.91,1.173,0.009,74.86,1091.005,73.2,0.0,40.77,32.15,130.33331885185348,33.82961240310078
호소,대청호,추동,2021-10-18,21.7,7.5,8.2,2.2,2.5,13.1,850.0,560.0,202.0,0.0,88.0,0.0,0.0,0.8033482142857142,0.7,0.0,0.0,0.0,0.0,9.6,0.0,10.5,16.91,,,74.86,1091.005,73.2,0.0,40.77,32.15,,33.82961240310078
호소,대청호,문의,2021-10-25,20.6,7.3,7.2,3.4,2.1,15.9,360.0,0.0,76.0,0.0,284.0,0.0,0.0,0.8071428571428572,0.7,0.0,0.0,0.0,0.0,10.8,0.0,9.8,15.13,1.162,0.007,74.8,1087.284,73.0,0.0,24.177,31.349,165.99997628571765,34.57292759706191
호소,대청호,추동,2021-10-25,20.4,7.5,7.8,3.3,1.6,8.5,356.0,0.0,128.0,112.0,116.0,0.0,0.0,0.8109375000000001,0.7,0.0,0.0,0.0,0.0,10.8,0.0,9.8,15.13,,,74.8,1087.284,73.0,0.0,24.177,31.349,,34.57292759706191
호소,대청호,회남,2021-10-25,20.5,7.3,6.2,2.9,2.4,5.3,204.0,0.0,68.0,0.0,136.0,0.0,0.0,0.8147321428571428,0.7,0.0,0.0,0.0,0.0,10.8,0.0,9.8,15.13,,,74.8,1087.284,73.0,0.0,24.177,31.349,,34.57292759706191
호소,대청호,문의,2021-11-01,19.8,7.4,6.9,3.2,1.3,8.7,240.0,160.0,0.0,56.0,24.0,0.0,0.0,0.8185267857142857,0.7,0.0,0.0,0.0,0.0,13.4,0.0,7.0,10.54,1.339,0.011,74.674,1079.494,72.5,0.0,20.5,31.928,121.72726166115804,33.70469589109529
호소,대청호,추동,2021-11-01,19.5,7.5,7.9,2.7,2.1,12.7,468.0,340.0,128.0,0.0,0.0,0.0,0.0,0.8223214285714286,0.7,0.0,0.0,0.0,0.0,13.4,0.0,7.0,10.54,,,74.674,1079.494,72.5,0.0,20.5,31.928,,33.70469589109529
호소,대청호,회남,2021-11-01,19.4,7.4,6.5,3.0,3.9,5.9,520.0,520.0,0.0,0.0,0.0,0.0,0.0,0.8261160714285714,0.7,0.0,0.0,0.0,0.0,13.4,0.0,7.0,10.54,,,74.674,1079.494,72.5,0.0,20.5,31.928,,33.70469589109529
호소,대청호,추동,2021-11-08,18.6,7.6,8.4,4.3,2.6,15.1,44.0,0.0,0.0,0.0,44.0,0.0,0.0,0.8299107142857143,0.7,0.0,0.0,0.0,0.0,10.3,10.3,1.2,3.1,,,74.54,1071.246,71.9,15.5008,28.975,31.819,,33.561389767849874
호소,대청호,문의,2021-11-08,18.8,7.5,7.4,2.3,2.1,10.6,130.0,0.0,82.0,0.0,48.0,0.0,0.0,0.8337053571428572,0.7,0.0,0.0,0.0,0.0,10.3,10.3,1.2,3.1,1.354,0.007,74.54,1071.246,71.9,15.5008,28.975,31.819,193.4285437959223,33.561389767849874
호소,대청호,회남,2021-11-08,18.3,7.4,6.9,3.1,4.2,4.3,460.0,460.0,0.0,0.0,0.0,0.0,0.0,0.8374999999999999,0.7,0.0,0.0,0.0,0.0,10.3,10.3,1.2,3.1,,,74.54,1071.246,71.9,15.5008,28.975,31.819,,33.561389767849874
호소,대청호,회남,2021-11-15,17.2,7.4,7.5,2.7,3.0,5.5,462.0,0.0,346.0,84.0,32.0,0.0,0.0,0.8412946428571428,0.7,0.0,0.0,0.0,0.0,10.1,0.0,8.2,10.84,,,74.46,1066.338,71.6,0.0,24.999,32.09,,33.126374650512574
호소,대청호,추동,2021-11-15,16.7,7.6,8.7,3.3,1.6,13.5,48.0,0.0,0.0,0.0,48.0,0.0,0.0,0.8450892857142858,0.7,0.0,0.0,0.0,0.0,10.1,0.0,8.2,10.84,,,74.46,1066.338,71.6,0.0,24.999,32.09,,33.126374650512574
호소,대청호,문의,2021-11-15,17.2,7.4,7.4,3.3,1.8,6.6,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.8488839285714285,0.7,0.0,0.0,0.0,0.0,10.1,0.0,8.2,10.84,1.205,0.007,74.46,1066.338,71.6,0.0,24.999,32.09,172.14283255102393,33.126374650512574
호소,대청호,회남,2021-11-22,15.6,7.5,8.0,2.7,2.3,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8526785714285714,0.7,0.0,0.0,0.0,0.0,5.3,3.6,4.7,7.37,,,74.33,1058.3922,71.0,3.639,18.333,32.456,,32.509896793217834
호소,대청호,추동,2021-11-22,16.0,7.5,8.9,2.7,2.1,8.1,332.0,0.0,0.0,156.0,176.0,0.0,0.0,0.8564732142857143,0.7,0.0,0.0,0.0,0.0,5.3,3.6,4.7,7.37,,,74.33,1058.3922,71.0,3.639,18.333,32.456,,32.509896793217834
호소,대청호,문의,2021-11-22,16.4,7.4,8.2,2.5,2.2,8.6,314.0,0.0,278.0,0.0,36.0,0.0,0.0,0.8602678571428573,0.7,0.0,0.0,0.0,0.0,5.3,3.6,4.7,7.37,1.173,0.01,74.33,1058.3922,71.0,3.639,18.333,32.456,117.29998827000118,32.509896793217834
호소,대청호,추동,2021-11-29,14.3,7.7,9.2,3.4,1.5,5.9,232.0,0.0,0.0,0.0,232.0,0.0,0.0,0.8640625,0.7,0.0,0.0,0.0,0.0,6.3,0.0,6.6,9.07,,,74.19,1049.874,70.5,0.0,11.866,32.251,,32.45259806497481
호소,대청호,문의,2021-11-29,14.8,7.5,8.1,2.5,1.5,8.3,300.0,80.0,0.0,36.0,184.0,0.0,0.0,0.8678571428571429,0.7,0.0,0.0,0.0,0.0,6.3,0.0,6.6,9.07,1.226,0.004,74.19,1049.874,70.5,0.0,11.866,32.251,306.49992337501914,32.45259806497481
호소,대청호,회남,2021-11-29,14.7,7.4,8.5,3.0,2.5,4.1,92.0,0.0,0.0,0.0,92.0,0.0,0.0,0.8716517857142858,0.7,0.0,0.0,0.0,0.0,6.3,0.0,6.6,9.07,,,74.19,1049.874,70.5,0.0,11.866,32.251,,32.45259806497481
호소,대청호,회남,2021-12-06,13.2,7.5,8.9,3.5,2.4,2.4,108.0,0.0,0.0,0.0,108.0,0.0,0.0,0.8754464285714285,0.7,0.0,0.0,0.0,0.0,4.4,0.0,4.4,6.75,,,74.16,1048.0533,70.3,0.0,24.141,31.161,,33.52590448162247
호소,대청호,문의,2021-12-06,13.3,7.5,8.4,4.5,1.4,4.1,132.0,0.0,0.0,0.0,132.0,0.0,0.0,0.8792410714285714,0.7,0.0,0.0,0.0,0.0,4.4,0.0,4.4,6.75,1.222,0.007,74.16,1048.0533,70.3,0.0,24.141,31.161,174.5714036326566,33.52590448162247
호소,대청호,추동,2021-12-06,12.8,7.5,9.4,3.5,1.9,3.4,244.0,0.0,0.0,0.0,244.0,0.0,0.0,0.8830357142857144,0.7,0.0,0.0,0.0,0.0,4.4,0.0,4.4,6.75,,,74.16,1048.0533,70.3,0.0,24.141,31.161,,33.52590448162247
호소,대청호,문의,2021-12-13,12.2,7.3,8.6,3.9,1.8,5.2,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.8868303571428571,0.7,0.0,0.0,0.0,0.0,-1.6,0.0,8.8,11.29,1.24,0.01,74.05,1041.395,69.9,0.0,19.661,32.252,123.99998760000125,32.189509149357065
호소,대청호,회남,2021-12-13,11.4,7.3,9.2,3.5,2.3,3.1,144.0,0.0,0.0,0.0,144.0,0.0,0.0,0.890625,0.7,0.0,0.0,0.0,0.0,-1.6,0.0,8.8,11.29,,,74.05,1041.395,69.9,0.0,19.661,32.252,,32.189509149357065
호소,대청호,추동,2021-12-13,12.0,7.4,9.2,3.4,1.6,4.7,436.0,0.0,72.0,0.0,364.0,0.0,0.0,0.8944196428571429,0.7,0.0,0.0,0.0,0.0,-1.6,0.0,8.8,11.29,,,74.05,1041.395,69.9,0.0,19.661,32.252,,32.189509149357065
호소,대청호,회남,2021-12-20,10.8,7.5,9.5,3.7,4.1,3.0,52.0,0.0,0.0,0.0,52.0,0.0,0.0,0.8982142857142856,0.7,0.0,0.0,0.0,0.0,6.7,0.0,3.8,5.55,,,73.903,1032.536,69.3,0.0,15.62,32.326,,31.8428421636958
호소,대청호,문의,2021-12-20,10.8,7.5,8.9,2.4,1.3,5.0,28.0,0.0,0.0,0.0,28.0,0.0,0.0,0.9020089285714286,0.7,0.0,0.0,0.0,0.0,6.7,0.0,3.8,5.55,1.199,0.008,73.903,1032.536,69.3,0.0,15.62,32.326,149.87498126562735,31.8428421636958
호소,대청호,추동,2021-12-20,10.5,7.5,9.8,2.6,1.6,4.3,196.0,0.0,0.0,0.0,196.0,0.0,0.0,0.9058035714285716,0.7,0.0,0.0,0.0,0.0,6.7,0.0,3.8,5.55,,,73.903,1032.536,69.3,0.0,15.62,32.326,,31.8428421636958
호소,대청호,회남,2021-12-27,9.5,7.7,10.0,4.1,2.8,2.9,92.0,0.0,0.0,0.0,92.0,0.0,0.0,0.9095982142857142,0.7,0.0,0.0,0.0,0.0,-4.4,0.0,6.4,9.16,,,73.74,1022.7641,68.6,0.0,11.52,32.288,,31.578488946523404
호소,대청호,문의,2021-12-27,9.2,7.6,9.4,4.0,1.5,5.2,84.0,0.0,0.0,0.0,84.0,0.0,0.0,0.9133928571428572,0.7,0.0,0.0,0.0,0.0,-4.4,0.0,6.4,9.16,,,73.74,1022.7641,68.6,0.0,11.52,32.288,,31.578488946523404
호소,대청호,추동,2021-12-27,9.0,7.7,10.3,3.2,2.3,4.8,192.0,0.0,0.0,0.0,192.0,0.0,0.0,0.9171875,0.7,0.0,0.0,0.0,0.0,-4.4,0.0,6.4,9.16,,,73.74,1022.7641,68.6,0.0,11.52,32.288,,31.578488946523404
호소,대청호,문의,2022-01-03,8.4,7.6,9.7,3.7,1.9,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.920982142857143,0.7,0.0,0.0,0.0,0.0,-1.7,0.0,8.5,10.56,1.233,0.009,73.59,1013.8198,68.04,0.0,17.405,31.177,136.9999847777795,32.41422770726093
호소,대청호,추동,2022-01-03,7.8,7.7,11.1,3.4,1.4,4.9,320.0,0.0,0.0,0.0,320.0,0.0,0.0,0.9247767857142856,0.7,0.0,0.0,0.0,0.0,-1.7,0.0,8.5,10.56,,,73.59,1013.8198,68.04,0.0,17.405,31.177,,32.41422770726093
호소,대청호,회남,2022-01-03,8.4,7.6,10.6,4.1,1.7,3.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.9285714285714286,0.7,0.0,0.0,0.0,0.0,-1.7,0.0,8.5,10.56,,,73.59,1013.8198,68.04,0.0,17.405,31.177,,32.41422770726093
호소,대청호,추동,2022-01-10,7.5,7.5,10.9,3.2,1.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9323660714285716,0.7,0.0,0.0,0.0,0.0,0.7,0.0,5.4,8.6,,,73.43,1004.3302,67.4,0.0,13.606,32.098,,31.19231629293745
호소,대청호,회남,2022-01-10,7.5,7.4,10.5,3.1,3.2,3.0,168.0,0.0,0.0,0.0,168.0,0.0,0.0,0.9361607142857142,0.7,0.0,0.0,0.0,0.0,0.7,0.0,5.4,8.6,,,73.43,1004.3302,67.4,0.0,13.606,32.098,,31.19231629293745
호소,대청호,문의,2022-01-10,7.9,7.4,9.5,3.8,1.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9399553571428572,0.7,0.0,0.0,0.0,0.0,0.7,0.0,5.4,8.6,1.232,0.009,73.43,1004.3302,67.4,0.0,13.606,32.098,136.88887367901404,31.19231629293745
호소,대청호,추동,2022-01-17,6.2,7.3,11.3,3.6,1.5,3.9,24.0,0.0,0.0,0.0,24.0,0.0,0.0,0.94375,0.7,0.0,0.0,0.0,0.0,-3.1,0.0,4.1,8.59,,,73.26,994.305,66.73,0.055,39.195,32.391,,30.602474531408696
호소,대청호,회남,2022-01-17,6.6,7.3,10.8,3.7,2.3,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9475446428571428,0.7,0.0,0.0,0.0,0.0,-3.1,0.0,4.1,8.59,,,73.26,994.305,66.73,0.055,39.195,32.391,,30.602474531408696
호소,대청호,문의,2022-01-17,7.0,7.3,10.0,3.5,1.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513392857142856,0.7,0.0,0.0,0.0,0.0,-3.1,0.0,4.1,8.59,1.219,0.007,73.26,994.305,66.73,0.055,39.195,32.391,174.14283226530966,30.602474531408696
호소,대청호,추동,2022-01-24,5.6,7.3,11.5,3.8,1.3,3.1,92.0,0.0,0.0,0.0,92.0,0.0,0.0,0.9551339285714286,0.7,0.0,0.0,0.0,0.0,4.1,0.0,5.7,10.13,,,73.09,984.339,66.06,0.0,14.031,32.305,,30.376145656534487
호소,대청호,문의,2022-01-24,6.5,7.2,10.1,4.0,1.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9589285714285714,0.7,0.0,0.0,0.0,0.0,4.1,0.0,5.7,10.13,1.288,0.011,73.09,984.339,66.06,0.0,14.031,32.305,117.09089844628197,30.376145656534487
호소,대청호,회남,2022-01-24,6.2,7.3,11.1,3.9,1.6,3.4,136.0,0.0,0.0,0.0,136.0,0.0,0.0,0.9627232142857144,0.7,0.0,0.0,0.0,0.0,4.1,0.0,5.7,10.13,,,73.09,984.339,66.06,0.0,14.031,32.305,,30.376145656534487
호소,대청호,문의,2022-02-03,5.8,7.6,10.9,3.7,1.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9665178571428572,0.7,0.0,0.0,0.0,0.0,-1.7,0.0,9.4,14.7,1.228,0.008,72.837,969.6172,65.07,0.0,15.897,31.324,153.4999808125024,30.855944501018328
호소,대청호,회남,2022-02-03,5.5,7.3,11.3,4.0,1.7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9703125,0.7,0.0,0.0,0.0,0.0,-1.7,0.0,9.4,14.7,,,72.837,969.6172,65.07,0.0,15.897,31.324,,30.855944501018328
호소,대청호,추동,2022-02-03,5.4,7.4,11.6,5.0,1.3,3.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.9741071428571428,0.7,0.0,0.0,0.0,0.0,-1.7,0.0,9.4,14.7,2.47,0.014,72.837,969.6172,65.07,0.0,15.897,31.324,176.42855882653154,30.855944501018328
호소,대청호,추동,2022-02-07,4.9,7.3,11.8,4.3,1.6,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9779017857142858,0.7,0.0,0.0,0.0,0.0,-2.1,0.0,4.1,9.62,,,72.72,962.8535,64.62,0.0,10.239,30.281,,31.69262038774234
호소,대청호,회남,2022-02-07,5.1,7.3,11.5,4.3,1.1,3.4,84.0,0.0,0.0,0.0,84.0,0.0,0.0,0.9816964285714284,0.7,0.0,0.0,0.0,0.0,-2.1,0.0,4.1,9.62,,,72.72,962.8535,64.62,0.0,10.239,30.281,,31.69262038774234
호소,대청호,문의,2022-02-07,5.4,7.4,11.1,4.1,1.3,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9854910714285714,0.7,0.0,0.0,0.0,0.0,-2.1,0.0,4.1,9.62,1.229,0.008,72.72,962.8535,64.62,0.0,10.239,30.281,153.62498079687742,31.69262038774234
호소,대청호,문의,2022-02-14,5.6,7.6,11.2,4.6,1.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9892857142857144,0.7,0.0,0.0,0.0,0.0,4.1,0.0,7.6,13.23,1.227,0.008,72.542,952.6173,63.93,0.0663,14.816,32.074,153.3749808281274,29.608295518120222
호소,대청호,회남,2022-02-14,5.2,7.5,11.8,4.2,1.8,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9930803571428573,0.7,0.0,0.0,0.0,0.0,4.1,0.0,7.6,13.23,,,72.542,952.6173,63.93,0.0663,14.816,32.074,,29.608295518120222
호소,대청호,추동,2022-02-14,5.3,7.5,12.0,4.5,1.5,3.0,136.0,0.0,0.0,0.0,136.0,0.0,0.0,0.996875,0.7,0.0,0.0,0.0,0.0,4.1,0.0,7.6,13.23,,,72.542,952.6173,63.93,0.0663,14.816,32.074,,29.608295518120222
호소,대청호,문의,2022-02-21,4.8,7.5,11.7,4.4,1.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0006696428571429,0.7,0.0,0.0,0.0,0.0,-0.7,0.0,7.1,13.57,1.273,0.007,72.35,941.649,63.2,0.0,14.505,32.304,181.85711687755472,29.0596531292433
